,k,P
1613,0.005959524018219,6103.660927826
1614,0.005965910157922,6107.809895803
1615,0.00597229677586,6111.955075244
1616,0.00597868387104,6116.096467431
1617,0.005985071442475,6120.234072903
1618,0.005991459489178,6124.367894198
1619,0.005997848010172,6128.49793203
1620,0.006004237004478,6132.624187695
1621,0.006010626471127,6136.7466625
1622,0.006017016409152,6140.865358152
1623,0.006023406817589,6144.980273566
1624,0.006029797695479,6149.091413311
1625,0.00603618904187,6153.198777014
1626,0.00604258085581,6157.302366589
1627,0.006048973136355,6161.40218309
1628,0.006055365882561,6165.49822785
1629,0.006061759093493,6169.590502207
1630,0.006068152768216,6173.67900751
1631,0.006074546905802,6177.763743554
1632,0.006080941505325,6181.84471432
1633,0.006087336565865,6185.921919965
1634,0.006093732086505,6189.995361842
1635,0.006100128066332,6194.065041308
1636,0.006106524504437,6198.130959724
1637,0.006112921399915,6202.193117621
1638,0.006119318751867,6206.251517779
1639,0.006125716559395,6210.306160931
1640,0.006132114821607,6214.357048459
1641,0.006138513537613,6218.404181753
1642,0.00614491270653,6222.447561145
1643,0.006151312327475,6226.487189823
