,k,P
3927,0.02184482489056,8569.295599791
3928,0.02185255018935,8568.299138913
3929,0.02186027703385,8567.301506613
3930,0.02186800542621,8566.302703218
3931,0.02187573536856,8565.302740029
3932,0.02188346686304,8564.301557672
3933,0.0218911999118,8563.299242191
3934,0.02189893451699,8562.295757289
3935,0.02190667068076,8561.291103445
3936,0.02191440840527,8560.285279424
3937,0.02192214769267,8559.2782809
3938,0.02192988854514,8558.270122035
3939,0.02193763096484,8557.260795869
3940,0.02194537495394,8556.25030283
3941,0.02195312051462,8555.238643353
3942,0.02196086764906,8554.225817742
3943,0.02196861635945,8553.211826684
3944,0.02197636664796,8552.196670519
3945,0.0219841185168,8551.180349698
3946,0.02199187196815,8550.162864694
3947,0.02199962700422,8549.144215986
3948,0.0220073836272,8548.124362598
3949,0.02201514183931,8547.103388969
3950,0.02202290164276,8546.081248688
3951,0.02203066303975,8545.057946063
3952,0.02203842603252,8544.03348151
3953,0.02204619062327,8543.007855451
3954,0.02205395681424,8541.981068309
3955,0.02206172460766,8540.953120346
3956,0.02206949400576,8539.924012287
3957,0.02207726501078,8538.893744428
3958,0.02208503762496,8537.862317215
3959,0.02209281185054,8536.829730367
3960,0.02210058768979,8535.795966355
3961,0.02210836514494,8534.761062226
3962,0.02211614421826,8533.725000194
3963,0.02212392491202,8532.687780729
3964,0.02213170722847,8531.649404248
3965,0.02213949116988,8530.609871171
3966,0.02214727673854,8529.569181921
3967,0.02215506393671,8528.527336776
3968,0.02216285276669,8527.48433644
3969,0.02217064323075,8526.440181234
3970,0.02217843533119,8525.394879678
3971,0.0221862290703,8524.348380103
3972,0.02219402445037,8523.300760796
3973,0.02220182147372,8522.25198804
3974,0.02220962014265,8521.202062247
3975,0.02221742045947,8520.150987709
3976,0.02222522242648,8519.098743525
3977,0.02223302604603,8518.04536036
3978,0.02224083132041,8516.99082569
3979,0.02224863825197,8515.93513978
3980,0.02225644684303,8514.878303286
3981,0.02226425709593,8513.820316512
3982,0.02227206901301,8512.761179864
3983,0.02227988259661,8511.700893767
3984,0.02228769784908,8510.639458641
3985,0.02229551477278,8509.576874918
3986,0.02230333337005,8508.513143033
3987,0.02231115364327,8507.448228891
3988,0.02231897559478,8506.382196335
3989,0.02232679922697,8505.315019438
3990,0.02233462454221,8504.246695616
3991,0.02234245154287,8503.177225124
3992,0.02235028023134,8502.10660863
3993,0.02235811061001,8501.034846329
3994,0.02236594268125,8499.961938704
3995,0.02237377644747,8498.887886129
3996,0.02238161191107,8497.812689001
3997,0.02238944907445,8496.736347724
3998,0.02239728794002,8495.6588625
3999,0.02240512851019,8494.580214634
4000,0.02241297078737,8493.500441561
4001,0.022420814774,8492.419526049
4002,0.02242866047248,8491.337468158
4003,0.02243650788526,8490.254268274
4004,0.02244435701476,8489.169926689
4005,0.02245220786343,8488.084443886
4006,0.0224600604337,8486.997820326
4007,0.02246791472803,8485.91005635
4008,0.02247577074886,8484.821152358
4009,0.02248362849866,8483.731113315
4010,0.02249148797987,8482.639898095
4011,0.02249934919498,8481.547574439
4012,0.02250721214644,8480.454112053
4013,0.02251507683673,8479.359511334
4014,0.02252294326833,8478.263775605
4015,0.02253081144372,8477.166886733
4016,0.02253868136539,8476.068872404
4017,0.02254655303583,8474.969721274
4018,0.02255442645754,8473.869433584
4019,0.02256230163302,8472.768009716
4020,0.02257017856477,8471.66545004
4021,0.0225780572553,8470.561754942
4022,0.02258593770713,8469.456924805
4023,0.02259381992278,8468.350960123
4024,0.02260170390478,8467.243860961
4025,0.02260958965564,8466.135628074
4026,0.0226174771779,8465.026264029
4027,0.02262536647411,8463.915722131
4028,0.0226332575468,8462.804086833
4029,0.02264115039852,8461.691318913
4030,0.02264904503182,8460.577418607
4031,0.02265694144926,8459.46238628
4032,0.0226648396534,8458.346222292
4033,0.02267273964681,8457.228927005
4034,0.02268064143205,8456.110500784
4035,0.0226885450117,8454.990943998
4036,0.02269645038834,8453.870257009
4037,0.02270435756455,8452.748440224
4038,0.02271226654293,8451.625471774
4039,0.02272017732607,8450.501397171
4040,0.02272808991657,8449.376191317
4041,0.02273600431702,8448.24985698
4042,0.02274392053005,8447.122394397
4043,0.02275183855826,8445.993803918
4044,0.02275975840427,8444.864085905
4045,0.0227676800707,8443.733240719
4046,0.02277560356019,8442.601268727
4047,0.02278352887536,8441.468170304
4048,0.02279145601885,8440.333944962
4049,0.0227993849933,8439.198567812
4050,0.02280731580137,8438.062090332
4051,0.0228152484457,8436.924487553
4052,0.02282318292895,8435.785759713
4053,0.02283111925378,8434.64590893
4054,0.02283905742286,8433.504921238
4055,0.02284699743886,8432.362820095
4056,0.02285493930446,8431.219595332
4057,0.02286288302234,8430.075247266
4058,0.02287082859518,8428.929776233
4059,0.02287877602568,8427.783182575
4060,0.02288672531654,8426.63546663
4061,0.02289467647045,8425.486628759
4062,0.02290262949013,8424.336669308
4063,0.02291058437828,8423.185588639
4064,0.02291854113762,8422.033386976
4065,0.02292649977087,8420.880080213
4066,0.02293446028077,8419.72558268
4067,0.02294242267004,8418.570017724
4068,0.02295038694141,8417.413332915
4069,0.02295835309764,8416.255528554
4070,0.02296632114147,8415.096604973
4071,0.02297429107565,8413.936562502
4072,0.02298226290294,8412.775401463
4073,0.0229902366261,8411.613122199
4074,0.0229982122479,8410.449725038
4075,0.02300618977112,8409.285210313
4076,0.02301416919852,8408.119578223
4077,0.02302215053291,8406.952816971
4078,0.02303013377705,8405.784942496
4079,0.02303811893376,8404.615959179
4080,0.02304610600582,8403.445859718
4081,0.02305409499604,8402.274644426
4082,0.02306208590724,8401.102313623
4083,0.02307007874222,8399.928867634
4084,0.02307807350381,8398.754306776
4085,0.02308607019483,8397.578631396
4086,0.02309406881812,8396.401841828
4087,0.02310206937651,8395.223938315
4088,0.02311007187284,8394.044893699
4089,0.02311807630996,8392.864761511
4090,0.02312608269072,8391.683516211
4091,0.02313409101798,8390.501158053
4092,0.0231421012946,8389.317687073
4093,0.02315011352345,8388.13309474
4094,0.02315812770741,8386.94739925
4095,0.02316614384936,8385.760591984
4096,0.02317416195217,8384.57267329
4097,0.02318218201874,8383.383643485
4098,0.02319020405198,8382.193502897
4099,0.02319822805476,8381.002251742
4100,0.02320625403002,8379.809890278
4101,0.02321428198065,8378.616419041
4102,0.02322231190957,8377.421838246
4103,0.02323034381972,8376.226148218
4104,0.02323837771401,8375.029354959
4105,0.02324641359538,8373.831401958
4106,0.02325445146677,8372.632383314
4107,0.02326249133114,8371.432256272
4108,0.02327053319142,8370.231021135
4109,0.02327857705058,8369.028678204
4110,0.02328662291158,8367.825227764
4111,0.02329467077739,8366.620670099
4112,0.02330272065098,8365.415005376
4113,0.02331077253533,8364.208234117
4114,0.02331882643343,8363.000356513
4115,0.02332688234826,8361.791372862
4116,0.02333494028283,8360.581291576
4117,0.02334300024014,8359.370067398
4118,0.0233510622232,8358.157765816
4119,0.02335912623501,8356.944359131
4120,0.02336719227861,8355.729847617
4121,0.02337526035701,8354.514231569
4122,0.02338333047324,8353.297511266
4123,0.02339140263035,8352.079686999
4124,0.02339947683138,8350.860758912
4125,0.02340755307938,8349.640727559
4126,0.0234156313774,8348.419593134
4127,0.0234237117285,8347.197341083
4128,0.02343179413575,8345.973986845
4129,0.02343987860222,8344.749542737
4130,0.02344796513099,8343.523996405
4131,0.02345605372514,8342.297348123
4132,0.02346414438777,8341.0695869
4133,0.02347223712197,8339.840736556
4134,0.02348033193085,8338.610783269
4135,0.02348842881751,8337.379729
4136,0.02349652778506,8336.147573866
4137,0.02350462883663,8334.914318392
4138,0.02351273197534,8333.67996273
4139,0.02352083720433,8332.444507149
4140,0.02352894452674,8331.207951927
4141,0.0235370539457,8329.970297352
4142,0.02354516546437,8328.731543725
4143,0.02355327908591,8327.491691086
4144,0.02356139481348,8326.250701472
4145,0.02356951265025,8325.008649106
4146,0.02357763259939,8323.765498838
4147,0.02358575466409,8322.521250458
4148,0.02359387884753,8321.275904061
4149,0.02360200515291,8320.029460165
4150,0.02361013358343,8318.781918896
4151,0.02361826414229,8317.533280506
4152,0.02362639683271,8316.283545248
4153,0.02363453165791,8315.032713381
4154,0.0236426686211,8313.780785165
4155,0.02365080772553,8312.527760786
4156,0.02365894897443,8311.273619796
4157,0.02366709237104,8310.01840254
4158,0.02367523791862,8308.76208975
4159,0.02368338562042,8307.504681642
4160,0.02369153547971,8306.246178299
4161,0.02369968749975,8304.986580243
4162,0.02370784168383,8303.725887594
4163,0.02371599803522,8302.464100606
4164,0.02372415655721,8301.201219531
4165,0.0237323172531,8299.937244632
4166,0.02374048012619,8298.672184162
4167,0.02374864517979,8297.405985469
4168,0.02375681241722,8296.138728502
4169,0.02376498184179,8294.870378391
4170,0.02377315345684,8293.600935395
4171,0.02378132726569,8292.33040347
4172,0.02378950327169,8291.058761794
4173,0.0237976814782,8289.78604074
4174,0.02380586188855,8288.512227597
4175,0.02381404450612,8287.237322593
4176,0.02382222933427,8285.961325949
4177,0.02383041637638,8284.684237897
4178,0.02383860563582,8283.406058667
4179,0.02384679711599,8282.126788488
4180,0.02385499082028,8280.846427643
4181,0.02386318675208,8279.564976297
4182,0.02387138491482,8278.28243338
4183,0.0238795853119,8276.998764673
4184,0.02388778794675,8275.71404079
4185,0.02389599282279,8274.428226877
4186,0.02390419994345,8273.141323248
4187,0.02391240931219,8271.853330118
4188,0.02392062093245,8270.564247693
4189,0.02392883480769,8269.274076183
4190,0.02393705094136,8267.982815804
4191,0.02394526933694,8266.690466765
4192,0.02395348999791,8265.397029297
4193,0.02396171292774,8264.102503612
4194,0.02396993812994,8262.806866617
4195,0.02397816560799,8261.510167211
4196,0.0239863953654,8260.212376526
4197,0.02399462740568,8258.913498241
4198,0.02400286173236,8257.613532555
4199,0.02401109834895,8256.312479658
4200,0.02401933725898,8255.0103398
4201,0.02402757846601,8253.707113143
4202,0.02403582197358,8252.402799915
4203,0.02404406778523,8251.097400331
4204,0.02405231590454,8249.79092474
4205,0.02406056633506,8248.48331484
4206,0.02406881908038,8247.174655388
4207,0.02407707414407,8245.864909976
4208,0.02408533152974,8244.554079059
4209,0.02409359124097,8243.242147243
4210,0.02410185328136,8241.929145393
4211,0.02411011765454,8240.615057547
4212,0.02411838436412,8239.299884671
4213,0.02412665341372,8237.983626923
4214,0.02413492480699,8236.666284493
4215,0.02414319854755,8235.347857554
4216,0.02415147463907,8234.028346288
4217,0.02415975308519,8232.70775087
4218,0.02416803388957,8231.386071476
4219,0.0241763170559,8230.063308114
4220,0.02418460258785,8228.739461261
4221,0.02419289048909,8227.414530965
4222,0.02420118076334,8226.088517429
4223,0.02420947341428,8224.761420841
4224,0.02421776844562,8223.433241405
4225,0.02422606586109,8222.103979345
4226,0.0242343656644,8220.773634845
4227,0.02424266785928,8219.442147865
4228,0.02425097244948,8218.109634747
4229,0.02425927943873,8216.776039432
4230,0.0242675888308,8215.441361688
4231,0.02427590062944,8214.105601912
4232,0.02428421483843,8212.768760141
4233,0.02429253146154,8211.430836524
4234,0.02430085050255,8210.091831218
4235,0.02430917196526,8208.751744371
4236,0.02431749585346,8207.41057613
4237,0.02432582217098,8206.068326642
4238,0.02433415092161,8204.724996047
4239,0.02434248210919,8203.380584505
4240,0.02435081573754,8202.035100498
4241,0.02435915181051,8200.688528278
4242,0.02436749033194,8199.340842009
4243,0.02437583130569,8197.992111516
4244,0.02438417473562,8196.6422963
4245,0.0243925206256,8195.291400861
4246,0.02440086897951,8193.939425342
4247,0.02440921980124,8192.586369884
4248,0.02441757309468,8191.232234628
4249,0.02442592886374,8189.877019712
4250,0.02443428711233,8188.520725279
4251,0.02444264784436,8187.163351472
4252,0.02445101106377,8185.804898437
4253,0.02445937677448,8184.445366318
4254,0.02446774498045,8183.084755096
4255,0.02447611568562,8181.72306523
4256,0.02448448889396,8180.360296762
4257,0.02449286460943,8178.996449705
4258,0.02450124283602,8177.631482701
4259,0.02450962357769,8176.265476195
4260,0.02451800683846,8174.898391239
4261,0.02452639262231,8173.530227949
4262,0.02453478093326,8172.160986465
4263,0.02454317177533,8170.790666906
4264,0.02455156515254,8169.419260634
4265,0.02455996106894,8168.046783575
4266,0.02456835952855,8166.673229741
4267,0.02457676053543,8165.298598214
4268,0.02458516409366,8163.922889115
4269,0.02459357020728,8162.54610256
4270,0.02460197888038,8161.168238669
4271,0.02461039011705,8159.789297563
4272,0.02461880392138,8158.409279365
4273,0.02462722029747,8157.028184206
4274,0.02463563924943,8155.646012232
4275,0.02464406078139,8154.262763215
4276,0.02465248489748,8152.878399277
4277,0.02466091160182,8151.492993939
4278,0.02466934089858,8150.106512724
4279,0.02467777279189,8148.718954867
4280,0.02468620728593,8147.330320472
4281,0.02469464438487,8145.94060963
4282,0.02470308409289,8144.549822446
4283,0.02471152641418,8143.157959019
4284,0.02471997135294,8141.765019447
4285,0.02472841891338,8140.371003849
4286,0.02473686909971,8138.975912436
4287,0.02474532191616,8137.579748725
4288,0.02475377736696,8136.182480488
4289,0.02476223545636,8134.784160258
4290,0.02477069618861,8133.384764259
4291,0.02477915956798,8131.984292588
4292,0.02478762559872,8130.582745336
4293,0.02479609428513,8129.180122589
4294,0.02480456563149,8127.776424439
4295,0.0248130396421,8126.371650982
4296,0.02482151632127,8124.965802312
4297,0.0248299956733,8123.558878551
4298,0.02483847770254,8122.150888572
4299,0.02484696241331,8120.741776658
4300,0.02485544980996,8119.331625747
4301,0.02486393989683,8117.920399996
4302,0.0248724326783,8116.508099278
4303,0.02488092815874,8115.094716328
4304,0.02488942634252,8113.680262831
4305,0.02489792723403,8112.26473688
4306,0.02490643083768,8110.848136145
4307,0.02491493715788,8109.430460685
4308,0.02492344619905,8108.011710579
4309,0.0249319579656,8106.591885892
4310,0.02494047246199,8105.170986698
4311,0.02494898969265,8103.749013002
4312,0.02495750966206,8102.325964899
4313,0.02496603237466,8100.901842612
4314,0.02497455783494,8099.476646158
4315,0.02498308604739,8098.050330084
4316,0.02499161701649,8096.62298822
4317,0.02500015074676,8095.19456647
4318,0.02500868724271,8093.765070387
4319,0.02501722650887,8092.334500016
4320,0.02502576854976,8090.902855408
4321,0.02503431336994,8089.470136604
4322,0.02504286097396,8088.03634365
4323,0.02505141136637,8086.601476419
4324,0.02505996455176,8085.165535267
4325,0.02506852053471,8083.728520109
4326,0.02507707931982,8082.290430509
4327,0.02508564091168,8080.851246862
4328,0.02509420531491,8079.411008441
4329,0.02510277253413,8077.969696074
4330,0.02511134257399,8076.52730971
4331,0.02511991543911,8075.083849398
4332,0.02512849113416,8073.63931517
4333,0.0251370696638,8072.19370706
4334,0.02514565103271,8070.747024954
4335,0.02515423524556,8069.299269169
4336,0.02516282230706,8067.850439634
4337,0.0251714122219,8066.400540552
4338,0.02518000499481,8064.949530288
4339,0.02518860063051,8063.497477666
4340,0.02519719913374,8062.044351146
4341,0.02520580050924,8060.590150746
4342,0.02521440476177,8059.134879144
4343,0.02522301189609,8057.678518452
4344,0.02523162191699,8056.221095832
4345,0.02524023482925,8054.76259916
4346,0.02524885063767,8053.303028699
4347,0.02525746934706,8051.842384353
4348,0.02526609096224,8050.380666137
4349,0.02527471548804,8048.917874077
4350,0.02528334292931,8047.454008196
4351,0.02529197329088,8045.989068521
4352,0.02530060657764,8044.523055085
4353,0.02530924279444,8043.055967936
4354,0.02531788194618,8041.587761389
4355,0.02532652403774,8040.118530631
4356,0.02533516907404,8038.648219273
4357,0.02534381705999,8037.176833645
4358,0.02535246800052,8035.704374037
4359,0.02536112190056,8034.230840298
4360,0.02536977876507,8032.756232427
4361,0.02537843859901,8031.280550399
4362,0.02538710140735,8029.803794221
4363,0.02539576719506,8028.325963888
4364,0.02540443596715,8026.8470594
4365,0.02541310772862,8025.367086875
4366,0.02542178248448,8023.886006694
4367,0.02543046023977,8022.403878183
4368,0.02543914099951,8020.920675125
4369,0.02544782476876,8019.43639777
4370,0.02545651155259,8017.951045972
4371,0.02546520135605,8016.464619721
4372,0.02547389418424,8014.977118993
4373,0.02548259004225,8013.488543783
4374,0.02549128893519,8011.998894109
4375,0.02549999086817,8010.508169856
4376,0.02550869584632,8009.016341727
4377,0.02551740387479,8007.523467932
4378,0.02552611495873,8006.02951784
4379,0.02553482910329,8004.534492697
4380,0.02554354631366,8003.038392677
4381,0.02555226659502,8001.541207982
4382,0.02556098995258,8000.042957294
4383,0.02556971639154,7998.543631463
4384,0.02557844591712,7997.043230432
4385,0.02558717853456,7995.541754162
4386,0.0255959142491,7994.039202609
4387,0.02560465306601,7992.535575743
4388,0.02561339499055,7991.030873531
4389,0.025622140028,7989.525095941
4390,0.02563088818366,7988.018242952
4391,0.02563963946283,7986.510314356
4392,0.02564839387083,7985.001283844
4393,0.02565715141299,7983.491189606
4394,0.02566591209465,7981.980031529
4395,0.02567467592117,7980.467797628
4396,0.02568344289791,7978.954487205
4397,0.02569221303025,7977.44010081
4398,0.02570098632358,7975.924638165
4399,0.0257097627833,7974.40809921
4400,0.02571854241483,7972.890483878
4401,0.0257273252236,7971.371792109
4402,0.02573611121505,7969.852023667
4403,0.02574490039462,7968.331183467
4404,0.02575369276779,7966.809236182
4405,0.02576248834003,7965.286236477
4406,0.02577128711683,7963.762159783
4407,0.02578008910369,7962.23700603
4408,0.02578889430614,7960.710775142
4409,0.02579770272969,7959.183467033
4410,0.02580651437988,7957.655081632
4411,0.02581532926228,7956.125618865
4412,0.02582414738244,7954.595078665
4413,0.02583296874595,7953.063460784
4414,0.0258417933584,7951.530735779
4415,0.02585062122539,7949.996962636
4416,0.02585945235253,7948.462109623
4417,0.02586828674547,7946.926178465
4418,0.02587712440984,7945.389169256
4419,0.0258859653513,7943.851071531
4420,0.02589480957552,7942.311904611
4421,0.02590365708819,7940.771659073
4422,0.02591250789499,7939.230334785
4423,0.02592136200164,7937.687931645
4424,0.02593021941386,7936.144449384
4425,0.02593908013739,7934.599888195
4426,0.02594794417797,7933.05424785
4427,0.02595681154137,7931.507528258
4428,0.02596568223337,7929.959729332
4429,0.02597455625975,7928.410850972
4430,0.02598343362631,7926.860851653
4431,0.02599231433888,7925.309814319
4432,0.02600119840327,7923.757693835
4433,0.02601008582535,7922.204493237
4434,0.02601897661095,7920.650212233
4435,0.02602787076597,7919.094850524
4436,0.02603676829626,7917.538408263
4437,0.02604566920775,7915.980885189
4438,0.02605457350634,7914.422281178
4439,0.02606348119795,7912.862596099
4440,0.02607239228853,7911.301829842
4441,0.02608130678402,7909.739988944
4442,0.02609022469041,7908.177032052
4443,0.02609914601366,7906.613019921
4444,0.02610807075978,7905.047925869
4445,0.02611699893478,7903.481749748
4446,0.02612593054468,7901.914491249
4447,0.02613486559551,7900.346150512
4448,0.02614380409334,7898.776727267
4449,0.02615274604423,7897.206221381
4450,0.02616169145426,7895.634632717
4451,0.02617064032953,7894.061960617
4452,0.02617959267614,7892.488178657
4453,0.02618854850023,7890.913338662
4454,0.02619750780793,7889.337415194
4455,0.0262064706054,7887.76040792
4456,0.0262154368988,7886.182319115
4457,0.02622440669432,7884.603131226
4458,0.02623337999816,7883.022870769
4459,0.02624235681652,7881.441525725
4460,0.02625133715564,7879.859095927
4461,0.02626032102176,7878.2755812
4462,0.02626930842114,7876.690981377
4463,0.02627829936004,7875.10529629
4464,0.02628729384477,7873.518525781
4465,0.0262962918816,7871.930669668
4466,0.02630529347688,7870.341727831
4467,0.02631429863692,7868.751699928
4468,0.02632330736808,7867.160547386
4469,0.02633231967672,7865.568344145
4470,0.02634133556922,7863.97505447
4471,0.02635035505196,7862.380677766
4472,0.02635937813137,7860.785213832
4473,0.02636840481386,7859.188662468
4474,0.02637743510587,7857.591023473
4475,0.02638646901386,7855.992296642
4476,0.0263955065443,7854.392481774
4477,0.02640454770368,7852.79157871
4478,0.02641359249849,7851.189587227
4479,0.02642264093526,7849.586505823
4480,0.02643169302053,7847.982316479
4481,0.02644074876083,7846.377056913
4482,0.02644980816273,7844.770707831
4483,0.02645887123282,7843.163269108
4484,0.0264679379777,7841.554740499
4485,0.02647700840397,7839.945121793
4486,0.02648608251826,7838.334412775
4487,0.02649516032723,7836.722613248
4488,0.02650424183753,7835.109723009
4489,0.02651332705584,7833.495747858
4490,0.02652241598886,7831.880640916
4491,0.02653150864328,7830.264475151
4492,0.02654060502585,7828.647217492
4493,0.02654970514331,7827.028867722
4494,0.02655880900241,7825.409426261
4495,0.02656791660993,7823.788880807
4496,0.02657702797266,7822.167252504
4497,0.02658614309742,7820.544531018
4498,0.02659526199102,7818.920716109
4499,0.02660438466032,7817.295807529
4500,0.02661351111217,7815.669805037
4501,0.02662264135344,7814.0427082
4502,0.02663177539104,7812.414517109
4503,0.02664091323187,7810.785231387
4504,0.02665005488286,7809.154850815
4505,0.02665920035096,7807.523382704
4506,0.02666834964312,7805.890764269
4507,0.02667750276632,7804.257094825
4508,0.02668665972756,7802.622329106
4509,0.02669582053386,7800.986466868
4510,0.02670498519225,7799.349507839
4511,0.02671415370976,7797.711451588
4512,0.02672332609348,7796.072298104
4513,0.02673250235048,7794.432046994
4514,0.02674168248786,7792.790697985
4515,0.02675086651274,7791.14825081
4516,0.02676005443226,7789.504704969
4517,0.02676924625357,7787.860040685
4518,0.02677844198384,7786.214295584
4519,0.02678764163027,7784.567451272
4520,0.02679684520005,7782.919507199
4521,0.02680605270042,7781.270463045
4522,0.02681526413862,7779.620318352
4523,0.02682447952191,7777.969073116
4524,0.02683369885757,7776.316726927
4525,0.02684292215289,7774.663279507
4526,0.02685214941521,7773.008730579
4527,0.02686138065184,7771.353061158
4528,0.02687061587014,7769.696297887
4529,0.02687985507749,7768.038440473
4530,0.02688909828127,7766.379480075
4531,0.0268983454889,7764.719416172
4532,0.02690759670779,7763.058239445
4533,0.0269168519454,7761.395967316
4534,0.02692611120919,7759.732590949
4535,0.02693537450665,7758.068109882
4536,0.02694464184527,7756.402523831
4537,0.02695391323258,7754.735832346
4538,0.02696318867612,7753.068035228
4539,0.02697246818345,7751.399132114
4540,0.02698175176215,7749.729122689
4541,0.02699103941981,7748.058006652
4542,0.02700033116406,7746.385783688
4543,0.02700962700252,7744.712408291
4544,0.02701892694286,7743.037974562
4545,0.02702823099276,7741.362425734
4546,0.02703753915989,7739.685768236
4547,0.02704685145199,7738.008001717
4548,0.02705616787679,7736.329125816
4549,0.02706548844204,7734.649140198
4550,0.0270748131555,7732.968044485
4551,0.02708414202499,7731.285838337
4552,0.02709347505831,7729.602521395
4553,0.02710281226329,7727.918093316
4554,0.02711215364779,7726.232554848
4555,0.02712149921968,7724.545880845
4556,0.02713084898687,7722.858115501
4557,0.02714020295725,7721.169237321
4558,0.02714956113876,7719.479245925
4559,0.02715892353937,7717.788140939
4560,0.02716829016705,7716.095921988
4561,0.02717766102979,7714.402588672
4562,0.02718703613561,7712.708140688
4563,0.02719641549255,7711.012577647
4564,0.02720579910866,7709.315908347
4565,0.02721518699203,7707.618076452
4566,0.02722457915076,7705.91916383
4567,0.02723397559296,7704.219134326
4568,0.02724337632678,7702.517987544
4569,0.02725278136038,7700.815712205
4570,0.02726219070195,7699.112330579
4571,0.02727160435969,7697.407828793
4572,0.02728102234183,7695.702208011
4573,0.02729044465662,7693.995467816
4574,0.02729987131232,7692.287607795
4575,0.02730930231724,7690.578627378
4576,0.02731873767967,7688.868526431
4577,0.02732817740797,7687.157304565
4578,0.02733762151047,7685.44496097
4579,0.02734706999557,7683.73149568
4580,0.02735652287166,7682.016882234
4581,0.02736598014717,7680.301157784
4582,0.02737544183054,7678.584321422
4583,0.02738490793023,7676.866361128
4584,0.02739437845474,7675.147276454
4585,0.02740385341258,7673.427066958
4586,0.02741333281227,7671.705732004
4587,0.02742281666238,7669.983271473
4588,0.02743230497149,7668.259684781
4589,0.02744179774819,7666.534971481
4590,0.02745129500111,7664.809131155
4591,0.0274607967389,7663.082154526
4592,0.02747030297023,7661.354046556
4593,0.02747981370379,7659.624820741
4594,0.02748932894829,7657.894465887
4595,0.02749884871247,7656.162981486
4596,0.0275083730051,7654.430366905
4597,0.02751790183496,7652.696621954
4598,0.02752743521086,7650.961746043
4599,0.02753697314163,7649.225738713
4600,0.02754651563612,7647.488599504
4601,0.02755606270322,7645.750328814
4602,0.02756561435183,7644.010895357
4603,0.02757517059088,7642.270355546
4604,0.02758473142931,7640.528681674
4605,0.0275942968761,7638.785873004
4606,0.02760386694024,7637.041920218
4607,0.02761344163077,7635.296840539
4608,0.02762302095672,7633.550624651
4609,0.02763260492717,7631.803272108
4610,0.02764219355121,7630.054782406
4611,0.02765178683796,7628.305155043
4612,0.02766138479657,7626.554389513
4613,0.02767098743621,7624.80248531
4614,0.02768059476606,7623.049441941
4615,0.02769020679535,7621.295258913
4616,0.02769982353332,7619.539934346
4617,0.02770944498923,7617.783433659
4618,0.02771907117239,7616.025825876
4619,0.02772870209211,7614.267075871
4620,0.02773833775773,7612.507183195
4621,0.02774797817862,7610.746147313
4622,0.02775762336417,7608.983967682
4623,0.02776727332381,7607.220643762
4624,0.02777692806698,7605.456175039
4625,0.02778658760316,7603.690560945
4626,0.02779625194183,7601.923800946
4627,0.02780592109252,7600.155896141
4628,0.02781559506479,7598.386820813
4629,0.02782527386819,7596.616618287
4630,0.02783495751235,7594.845267437
4631,0.02784464600687,7593.072767717
4632,0.02785433936142,7591.299118537
4633,0.02786403758568,7589.524319333
4634,0.02787374068935,7587.748369533
4635,0.02788344868217,7585.971268574
4636,0.02789316157389,7584.193015894
4637,0.0279028793743,7582.41361616
4638,0.02791260209322,7580.633025744
4639,0.02792232974048,7578.851312405
4640,0.02793206232596,7577.068444742
4641,0.02794179985955,7575.284422174
4642,0.02795154235116,7573.499233442
4643,0.02796128981076,7571.712900231
4644,0.02797104224832,7569.925408642
4645,0.02798079967383,7568.136759668
4646,0.02799056209734,7566.346952705
4647,0.02800032952891,7564.555987136
4648,0.02801010197862,7562.763862169
4649,0.02801987945659,7560.97057751
4650,0.02802966197296,7559.176132407
4651,0.02803944953791,7557.380526262
4652,0.02804924216163,7555.583758328
4653,0.02805903985436,7553.785792071
4654,0.02806884262636,7551.98669578
4655,0.02807865048791,7550.186436255
4656,0.02808846344932,7548.385012185
4657,0.02809828152094,7546.582422924
4658,0.02810810471315,7544.778667781
4659,0.02811793303634,7542.973746025
4660,0.02812776650095,7541.167657265
4661,0.02813760511743,7539.360400726
4662,0.02814744889629,7537.55197576
4663,0.02815729784803,7535.742382403
4664,0.0281671519832,7533.931598247
4665,0.02817701131239,7532.119662571
4666,0.0281868758462,7530.306555638
4667,0.02819674559528,7528.492276746
4668,0.02820662057029,7526.676825048
4669,0.02821650078192,7524.860200154
4670,0.02822638624092,7523.042401341
4671,0.02823627695803,7521.223427706
4672,0.02824617294406,7519.403278824
4673,0.02825607420981,7517.581961595
4674,0.02826598076614,7515.759425496
4675,0.02827589262393,7513.93574454
4676,0.0282858097941,7512.110885243
4677,0.0282957322876,7510.284846888
4678,0.02830566011538,7508.457619572
4679,0.02831559328847,7506.629220274
4680,0.0283255318179,7504.799639651
4681,0.02833547571474,7502.968877081
4682,0.0283454249901,7501.136931592
4683,0.0283553796551,7499.303802716
4684,0.02836533972091,7497.469489649
4685,0.02837530519873,7495.633991675
4686,0.02838527609978,7493.797308103
4687,0.02839525243534,7491.959438178
4688,0.02840523421669,7490.120383235
4689,0.02841522145516,7488.280099217
4690,0.02842521416211,7486.43866317
4691,0.02843521234893,7484.596037482
4692,0.02844521602704,7482.75222138
4693,0.02845522520792,7480.907214096
4694,0.02846523990303,7479.061014857
4695,0.02847526012392,7477.213622895
4696,0.02848528588214,7475.365037438
4697,0.02849531718927,7473.515257722
4698,0.02850535405695,7471.664282883
4699,0.02851539649684,7469.812119076
4700,0.02852544452062,7467.958725142
4701,0.02853549814002,7466.104159083
4702,0.0285455573668,7464.248394667
4703,0.02855562221277,7462.391431105
